news,labels
Trump is expected to lift the freeze on supplying one ton bombs to Israel,neutral
How Putins Statement Affected the Markets,negative
Forexlive Americas FX news wrap Trump takes office,neutral
Five things we learned from Trumps first hours in office,neutral
Trump to pardon nonviolent Jan defendants commute the rest report,neutral
Treasury yields should slide following the early Trump comments,negative
Trump memecoin drops as the inauguration unfolds,negative
Trump inauguration speech highlights tariffs US dollar bounces,negative
BTC Biggest Collapse in a Month,negative
Bitcoin falls back below,negative
G is considering a full ban on handling Russian crude report,negative
BOEs Bailey Market rate pricing for February is in a reasonable place,neutral
How to predict market moving news,neutral
US November existing home sales m vs m expected,negative
Tech and auto stocks surge Semiconductor sector rebounds with Tesla leading gains,negative
The lesson from Powell Its kind of fallen apart,neutral
The USDCAD retraces lower but finds support buyers ahead of support target,negative
The US equity bulls will try to make a stand here,neutral
USDCHF backs off and trades between the close support resistance levels post FOMC spike,negative
Why traders care about noncommercial COT data,neutral
The technicals for the major currency pairs EURUSD USDJPY and GBPUSD,neutral
US Q final GDP vs expected,negative
December Philly Fed manufacturing index vs expected,negative
US Initial jobless claims K vs K estimate,negative
MU stock price prediction and an original trade idea,neutral
What is moving in the markets today A technical look at the major currency pairs,neutral
Is FX trading a zerosum game,neutral
A jump in initial jobless claims would be just perfect,negative
ForexLive European FX news wrap Yen tumbles on Ueda BOE keeps rates steady,negative
BOE leaves bank rate unchanged at as expected,neutral
Russell Technical Analysis,neutral
ECBs Patsalides I prefer small gradual rate cuts,neutral
Weekly update on interest rate expectations,neutral
What is the reflation trade,neutral
What to expect from the BOE later and after todays meeting decision,neutral
Nasdaq Technical Analysis The dipbuyers enter the market at a key support,neutral
Eurozone September current account balance billion vs billion prior,negative
What is central bank forward guidance,neutral
SP Technical Analysis Was that an overreaction,negative
ECBs imkus Inflation risks are balanced for next year,positive
Dollar gives back some of its postFed gains,negative
Gold Technical Analysis The bulls held the line,neutral
Ethereum Price Prediction by AI,neutral
European indices see red at the open today,neutral
FX traders guide to bond prices and bond yields,neutral
Oil price prediction by AI,neutral
France December business confidence vs prior,negative
What are the main events for today,neutral
BOJ governor Ueda Hard to say if incoming data will be sufficient to support January hike,negative
BOJ governor Ueda The big picture on wage trends will become clearer in March April,neutral
Eurostoxx futures in early European trading,positive
Why FX traders never stop learning,neutral
Germany January GfK consumer sentiment vs expected,negative
USDJPY ramps up to hit on Ueda presser,positive
BOJ governor Ueda January decision will be holistic based on available data,neutral
BOJ governor Ueda Decision to keep rates unchanged was based on several factors,neutral
Gold buyers make a last ditch effort to try and maintain some control,neutral
BOJ governor Ueda Japan economy is recovering moderately although some weakness seen,positive
How FX market manipulation works,neutral
Bitcoin price prediction by AI,neutral
Newly appointed French prime minister Bayrou faces the same path as Barnier,neutral
FX option expiries for December am New York cut,neutral
USD RUB and Oil Traders treasure,neutral
SP analysis today by AI,neutral
BOE set to wrap up the major central bank bonanza for the year,neutral
Morgan Stanley expects two bps Fed rate cuts in from the prior forecast,positive
ForexLive AsiaPacific FX news wrap Bank of Japan leaves rates unchanged yen slumps,negative
Recapping the Bank of Japan monetary policy decision today rates unchanged again,neutral
Reserve Bank of New Zealand forecast to cut by bp in February then by in April May,negative
How does QE impact commercial banks rates,neutral
USDJPY jumps above after BoJ votes to leave rates unchanged again,positive
Bank of Japan comprehensive review on past monetary easing steps,neutral
Bank of Japan leaves rates unchanged as expected,neutral
The BoJ hiked rates in March and July how is December shaping up,neutral
Westpac forecasts the Reserve Bank of New Zealand to cut cash rate to by May,negative
The wait for the Bank of Japan Statement is now live,neutral
How to use Repo operations in our trading,neutral
ICYMI Federal Reserve Chair Powell says Were not allowed to own bitcoin,neutral
Three reasons China is taking over the global car market,neutral
PBOC sets USD CNY reference rate for today at vs estimate at,neutral
FOMC topside inflation risk surge from in September to in December,positive
Australian Inflation Expectations December prior,neutral
The PBOC is expected to set the USDCNY reference rate at Reuters estimate,neutral
Are there some currency pairs you shouldnt trade,neutral
New Zealand December business confidence prior,neutral
The Hong Kong Monetary Authority has cut its base interest rate by bp as expected,negative
South Korea again says preparing FX stability and liqudity measures,neutral
Why trading signals are important to new and professional traders,neutral
New Zealand dramatically worse than anyone had expected RBNZ could cut by bp in Feb,negative
Heres a view saying BoJ to hike today or maybe January stronger yen in months ahead,positive
key take home points from FOMC day nailed it or failed it,neutral
New Zealand dollar falls even further after GDP plunges,negative
Trump notified Japan that meeting with PM Ishiba possible in midJanuary,neutral
New Zealand Q GDP qq vs expected,neutral
Some thoughts on trading rangebound markets,neutral
TrumpVance statement calls for more US debt increase the debt ceiling,positive
New Zealand Q GDP data is due imminently contraction expected,negative
US stocks fall sharply after the Fed trims expectations for cuts in,negative
Forexlive Americas FX news wrap US dollar soars on hawkish dots,positive
Economic calendar in Asia Do you know what time the BoJ announcement is Read on,neutral
Trade ideas thread Thursday December insightful charts technical analysis ideas,neutral
How to trade with fibonacci retracements,neutral
Tesla leads US stocks lower with a nearly decline,negative
Bitcoin falls more than as risk trades drop on morehawkish Fed,negative
US stocks falling sharply with the SP and the Nasdaq now down over,negative
Powell QA Today was a closer call but we decided it was the right call,positive
GBPUSD moves below swing area between and,negative
Powell opening statement Inflation is much closer to goal,positive
How to reduce anxiety on open trades,neutral
Watch live Powell hosts the final FOMC press conference of the year,neutral
EURUSD moves lower on the more hawkish Fed cut,negative
Australian dollar breaks the low after a hawkish Fed dot plot shift,negative
When does a sentiment trade become invalid,neutral
A comparison of the December statement to the November statement,neutral
FOMC December dot plot and central tendencies of economic forecasts,neutral
FOMC full statement for December meeting,neutral
The Federal Reserve cuts rates by basis points as expected Dollar higher on dots,positive
For reference Here was the November FOMC statement,neutral
FOMC preview Whats priced in for the Fed in is what matters,neutral
Currency relative performance in Xenith,positive
EURUSD sellers pushes to the downside ahead of the FOMC rate decision,negative
Major European shares close marginally higher,positive
AUDUSD sellers are pushing to new lows after a support floor is broken What next,negative
Atlanta Fed GDPNow growth estimate for Q rises to from previously,positive
Reminder Fed day is historically the best day of the year to own stocks,neutral
EIA weekly US oil inventories K vs K expected,negative
best trading tools for,neutral
USDCAD trades to new high but backs off What tilts the bias back to the downside,neutral
Semiconductor surge Nvidia leads gains while Tesla tumbles,negative
Major US stock indices open little changed,negative
The USDCHF buyers are in controlWhat is needed in the ST to give the sellers some control,neutral
Canadian home prices rise in November,positive
US Q current account billion versus B estimate,positive
EURUSD technical outlook,neutral
US November housing starts m vs m expected,negative
The Fed decision looms What are the technicals moving the market today,neutral
ForexLive European FX news wrap Dollar steady awaiting the Fed,positive
Upgraded dealCancellation by easyMarkets becomes a top day trading tool,neutral
US MBA mortgage applications we December vs prior,negative
Copper Technical Analysis The first attempt at the resistance failed,neutral
Google stock price prediction with AI,neutral
UK December CBI trends total orders vs prior,negative
Crude Oil Technical Analysis We remain stuck in a range,negative
TSLA stock price prediction by AI,neutral
Why do prices move so fast with some news announcements,neutral
AUDUSD extends downside run eyes on the October lows next,negative
Take our AI prediction yesterday to buy NVDA stock at Youre up,neutral
Eurozone November final CPI vs yy prelim,negative
ECBs Lane The argument for cutting by bps was to show we are no longer restrictive,neutral
Bitcoin Technical Analysis Watch these risks for further upside,neutral
NZDUSD Technical Analysis Awaiting the FOMC decision,neutral
What is the purpose of a central bank,neutral
ECBs Lane It is prudent to maintain meetingbymeeting approach,neutral
Todays gold price prediction by AI,neutral
USDJPY Technical Analysis All eyes on the FOMC decision,neutral
Bitcoin Price Prediction by AI Dec,neutral
European indices open marginally higher to kick start the day,positive
ECBs Wunsch There is no appetite to change inflation target,neutral
Risk asset rally keeping USDCAD pinned down,negative
ECBs Wunsch Impact of tariffs depends on reaction in the exchange rate,neutral
Japan tops annual visitor record in just months this year,positive
Trading gold during the pandemic,neutral
Eurostoxx futures flat in early European trading,negative
UK November CPI vs yy expected,negative
FX option expiries for December am New York cut,neutral
Inflation data the focus in Europe before the Fed later today,neutral
ForexLive AsiaPacific FX news wrap AUD to its lowest in a year NZD lowest in two years,negative
Chinas bond market is screaming the D word D as in depression,negative
Important times to remember in FX trading,neutral
US dollar reaction on Fed hints at slowing the pace of interestrate cuts may be muted,positive
Australia regulator pursuing Binance Australia Derivatives re consumer protection failures,neutral
BOJ is expected to hold its policy rate at in its December meeting preview,neutral
ICYMI Switzerland has slashed economic growth forecasts,negative
Bank of Americas latest global fund manager survey super bullish sentiment,positive
South Korea Finance Minister Choi will manage the economy as stably as possible,neutral
How to trade when sentiment is unclear,neutral
UBS sees gold extending gains into forecasts oz price target,positive
PBOC sets USD CNY midpoint today at vs estimate at,neutral
AUDUSD to its lowest in more than a year,negative
UK pay growth steady at but expected to slow in,negative
PBOC is expected to set the USDCNY reference rate at Reuters estimate,neutral
National Australia Bank predicts an RBA interest rate cut in May February questions,neutral
Getting ready for the ECB,neutral
Japan November exports yy expected imports yy expected,neutral
Australia Leading Index Three quarters of components now giving positive growth signals,positive
Australian government forecasts ballooning debt,negative
Why is fresh sentiment really important for trading,neutral
Nissan and Honda are said to be in talks to set up a holding company,neutral
Spy drones from China likely wreaking havoc over US House foreign affairs chair claims,negative
ICYMI China promised massive stimulus yesterday will it work this time,neutral
BoA bullish US stocks despite boiling geopolitical instability waning US fiscal health,negative
Fed insider says FOMC cut today but then a much more cautious tone about further cuts,negative
Oil private survey of inventory shows headline crude oil draw much greater than expected,negative
How to build a market monitor on tradingview,neutral
New Zealand data Q Current Account bn NZD expected bn,neutral
Is Milei rewriting economic theory,neutral
US stocks close lower Dow down for the th consecutive day,negative
Forexlive Americas FX news wrap US retail sales boosted by autos,positive
Economic calendar in Asia December while we wait for the FOMC,neutral
Trade ideas thread Wednesday December insightful charts technical analysis ideas,neutral
Where to find central bank statements,neutral
Its a good time to be in the business of making electricity,neutral
New Zealand Q consumer confidence vs,positive
GBPUSD breaks above some key MAs but not the bar MA on the hour chart,negative
Crude oil settles at,positive
China sentiment is hanging on barely,positive
Credit Agricole December FOMC preview we expect a hawkish cut,negative
Risk on tone continues to drive flows,negative
US treasury sells B of year bonds at a high yield of,neutral
Honda and Nissan to begin merger talks,neutral
The US treasury to auction B of year bonds at the top of the hour,neutral
Positive Brexit tones keeping GBPUSD supported,positive
Atlanta Fed GDPNow growth estimate for Q dips to from last,negative
The AUDUSD and NZDUSD sellers remain in control Test support targets,neutral
European equity close Four days of declines for the STOXX,negative
Canadian CPI highlights the need for more Bank of Canada rate cuts CIBC,neutral
Nvidia stock price prediction AI supported,neutral
Markets tilt risk on as session starts,neutral
USDCAD is racing higher as the sellers fail and the buyers continue to trend higher,positive
USDCAD rises to for the first time since the height of the pandemic,positive
NAHB December US housing market index vs expected,neutral
Nvidia trades above and below day MA Key level at,negative
Semiconductor weakness persists Tech faces challenges as communication stocks rise,negative
Were back to the cash is trash era and thats a warning sign,negative
Quick FX trader guide to equities,neutral
New Zealand GDT dairy price index,neutral
US November industrial production vs expected,negative
Canadian population growth slowed in Q,negative
Canada November new housing price index vs prior,negative
Canada CPI for November versus estimate,negative
US November retail sales control group vs expected,negative
USDCHF continues its grind lower,positive
Kickstart the FX trading day with a technical look at the EURUSD USDJPY and GBPUSD,neutral
US retail sales and Canadian CPI light up the calendar,positive
AUDUSD Technical Analysis The greenback remains supported into the FOMC,positive
China soybean comments jeopardises phase one deal,negative
USDCAD Technical Analysis A look at the chart ahead of the Canadian CPI,neutral
Germany December ZEW survey current conditions vs expected,neutral
Eurozone October trade balance billion vs billion prior,negative
ECBs Kazimir We will discuss neutral rate once we near,neutral
ECBs Rehn Monetary policy will cease to be restrictive during late winter early spring,neutral
GBPUSD Technical Analysis FOMC and BoE in focus,neutral
The impact of a slowing US economy on the USD,negative
ECBs Rehn The direction of our monetary policy is clear,neutral
Germany December Ifo business climate index vs expected,neutral
EURUSD Technical Analysis Eyes on the FOMC decision,neutral
The bond selling continues ahead of the Fed tomorrow,neutral
European indices maintain a more sluggish mood at the open today,negative
Gold Technical Analysis The rise in real yields is weighing on the market,negative
USD Outlook from Hong Kong,neutral
Eurostoxx futures in early European trading,negative
UK October ILO unemployment rate vs expected,negative
AUDUSD continues to flirt with key support level since last week,positive
China reportedly to target economic growth of around in,positive
USDJPY eyes seven straight days of gains before the Fed tomorrow,positive
Drop in oil prices and falling DXY keep USDCAD cornered,negative
EURUSD stays pinned down by key nearterm levels for now,negative
ForexLive AsiaPacific FX news wrap Trump trolls Trudeau,neutral
FX option expiries for December am New York cut,neutral
AUD gets a lift from the DXY,positive
China must give firm forceful response to the US blatant interference in Taiwan,positive
Key measure of CEO confidence in China signals pessimism for the first time since pandemic,negative
Pressure on Canada PM Trudeau to resign intensifies after caucus meeting,negative
New Zealand is assessing if Vanuatu earthquake tsunami could affect New Zealand,negative
Chinas capital markets experienced a record net outflow of US billion in November,positive
magnitude earthquake Vanuatu,negative
Trading qualitative and quantitative events,neutral
European Central Bank speakers Tuesday include Rehn Buch and Elderson,neutral
PBOC sets USD CNY central rate at vs estimate at,neutral
Japan economy minister Akazawa reiterates BoJ will conduct monetary policy appropriately,neutral
Singapore Nonoil Domestic Exports NODX November mm vs expected,positive
PBOC is expected to set the USDCNY reference rate at Reuters estimate,neutral
New Zealand to issue more debt in,positive
The pros and cons of using stock markets as a guage for risk sentiment,neutral
ICYMI Federal Reserve ready to slow rate cuts or even stop after this week,negative
Australian monthly consumer confidence survey falls in December,negative
Standard Chartered is bullish US equities next year,positive
Interactive Brokers chairman Thomas Peterffy nominates Bitcoin crash as a big risk,negative
Scaramucci predicts Bitcoin to US by the end of,positive
Australian weekly consumer confidence survey falls to a week low,negative
The process we follow to trade the news,neutral
Forexlive Americas FX news wrap Dec Masa son and Softbank pledge B US investment,positive
Nomura on the two main factors that will drive further US dollar strength in,neutral
Canada budget blowout bn CAD deficit vs bn expected previously,negative
What is a central bank blackout period,neutral
As the Nasdaq closes at a new record the Dow has now fallen for consecutive days,negative
Economic calendar in Asia December almost empty,negative
Trade ideas thread Tuesday December insightful charts technical analysis ideas,neutral
The USDCAD briefly trades above April high at but reverses,negative
BOCs MacklemIn the future the world is set to be more prone to shocks than we would like,neutral
Canada will name Dominic Leblanc as new finance minister,neutral
How to conduct fundamental analysis in forex,neutral
New Zealand November median house price MoM,neutral
This could finally be the end of Justin Trudeau,neutral
WTI crude oil futures settled at,neutral
Coalition partner calls on Canadian Prime Minister Trudeau to resign,negative
NZDUSD buyers try to shift the short term bias higher What next,neutral
China ramps up talk on consumer subsidies,positive
EU jumps on EU commission increasing EU recovery fund size,positive
GBPUSD and EURUSD move higher but there is work to do to tilt the bias more to the upside,positive
European major indices close mostly lower Spains Ibex rises,negative
Bitcoin rises to yet another new record High extends to,positive
ECB Schnabel We should proceed with caution remain data dependent,neutral
Trump Masayoshi Son announces B investment in the US over years,neutral
Germans Chancellor Scholz lost noconfidence vote Paves way for snap election,neutral
GBPUSD reaches key level,neutral
ECBs WunschThere is a relative concensus that rates need to go close to neutral level,neutral
AUDUSD sellers remain in firm controlWhat would turn that sellers control around,neutral
USDCAD stretches higher and is testing a swing high target from,positive
Understanding ECBs key interest rates,neutral
Tech drives gains Google and Amazon soar semiconductor sector mixed,positive
US SP Global services PMI vs expected,negative
Canada finance minister Chrystia Freeland resigns from cabinet Mark Carney next,negative
Ford Stock is Down We Asked our AI What It Thinks About That,negative
A technical look at the major indices to start the new trading week,neutral
US December Empire Fed vs expected,negative
How to trade forex economic news events,neutral
Canada November housing starts K vs K expected,negative
Bitcoin Price Prediction by AI,neutral
ForexLive European FX news wrap Major currencies little changed amid mixed markets,positive
PBOC says will keep yuan exchange rate basically stable,positive
Gold price prediction by AI,neutral
Simple but effective risk management technique,neutral
Major currencies hold lightly changed so far on the day,negative
USDCHF Technical Analysis SNBs larger cut weighs on the CHF,negative
Italy November final CPI vs yy prelim,negative
UK December flash services PMI vs expected,negative
ECBs de Guindos We will continue in the same direction as in the past few months,positive
Helicopter money keeping NZDUSD downside muted,negative
ECBs Kaimr Maintaining a gradual approach through bps rate cuts is most prudent,neutral
SNB total sight deposits we December CHF bn vs CHF bn prior,negative
Eurozone December flash services PMI vs expected,negative
Risk sentiment sours as USChina tensions rise,negative
USDJPY Technical Analysis The rise in Treasury yields drive the pair higher,positive
Germany December flash manufacturing PMI vs expected,negative
ECBs Lagarde We can cut rates further if incoming data confirms disinflation process,negative
France December flash services PMI vs expected,neutral
Switzerland November producer and import prices vs mm prior,negative
Can we hold sentiment trades overnight,neutral
Eurostoxx futures in early European trading,negative
PMI data in the spotlight to start the new week,neutral
FX option expiries for December am New York cut,neutral
Major central banks the main focus in the week ahead,neutral
ForexLive AsiaPacific FX news wrap Bitcoin hit a record high above US,positive
Japan Tertiary Industry Activity Index October mm vs exp prior,neutral
How real interest rates impact gold prices,neutral
European Central Bank President Lagarde speaking Monday de Guindos and Schnabel too,neutral
Return of the Mack BOC Governor Macklem speaking on Monday,neutral
Property investment in China fell yy in the first eleven months of,negative
Chinas stats bureau says domestic demand remains insufficient,negative
China November Retail sales yy exp Industrial output yy exp,neutral
China House Prices in November yy prior,neutral
Bailey comments stronger DXY weigh on GBPUSD,negative
Forexlive Americas FX news wrap Dec US yields rise for the th day in a row,positive
Major US indices close mixed Dow lower for th day in a row SP unchanged Nasdaq higher,negative
EURUSD sellers keep the pair below moving averages for most of the week,negative
What to know before you start your trading day,neutral
Preselect Trump is out to end the daylight saving time,neutral
US prepares new AI chip restrictions to other countries to box out China report,neutral
GBPUSD sets the key levels to eye in the new trading week with the price action today,neutral
SP affirms Mexicos credit ratings,neutral
Looking at longdated bonds,neutral
US yields at highs and so is the USDJPY,neutral
How to use a currency strength meter,neutral
NZDUSD is testing swing lows from and Can the floor be broken,negative
European equity close A finish on the lows of the week,negative
Major US indices turn negative on the day,negative
MUFG trade of the week We stay long USDCAD,positive
US Treasury yields have risen every day this week,positive
AUDUSD sellers remain in control but with a key floor area on the downside being tested,positive
Is additional research necessary in trading,neutral
Disappointment sets into the China trade once again,negative
There are some large option expires today that could be an influence in the forex,neutral
Tech sector surges A spotlight on semiconductors and consumer sentiment,positive
France names a new Prime Minister who will look to mend fences,neutral
USDCAD extends to a new year high What discredits the bullish bias in the short term,neutral
China central bank surveys banks on bond buying report,neutral
Expecting mire AUDUSD upside if risk tone stays positive,negative
Oil private survey of inventory shows headline crude oil build vs draw expected,negative
Forexlive Americas FX news wrap USDJPY rallies for a second day AUD struggles after RBA,negative
US November CPI data due Wednesday December expected to be higher than in October,positive
Saudi Aramco stock Desert rose,neutral
Down day for the major US indices today,negative
Bank of Canada preview The storm clouds are gathering in the Canadian economy,negative
Economic calendar in Asia Wednesday December Japan data RBA speaker,neutral
Trade ideas thread Wednesday December insightful charts technical analysis ideas,neutral
EURUSD moves back up to test the bar MA on the hour chart,positive
Report blames BLS leadership for poorlyprotected US economic data releases,negative
SimpleFX adds tether accounts,neutral
Preview What to expect from Wednesdays US CPI report,neutral
Crude oil settles and,negative
Morgan Stanley says the dollar trade is crowded and its time to sell,neutral
The US treasury auctions off B of year notes at a high yield of,positive
The US treasury to auction B of year notes at the top of the hour,neutral
Bitcoin sellers lean against the hour MAGIves the sellers the goahead to push lower,neutral
SP Is the grand reversal knocking,neutral
The USDJPY buyers have taken the price above the day MA Buyers making a play,neutral
EIA forecasts global oil production will rise m bpd in,positive
European equity close UK FTSE struggles,neutral
Goldman Sachs What we expect from the November US CPI report,neutral
AUDUSD moves to new lows and below the low from Fridays trading,negative
Xi says China will continue to be the biggest engine of world economic growth,positive
The UK after Brexit,neutral
US import prices for November MoM vs estimate YoY,negative
Cananda October manufacturing sales vs expected,positive
Canada October wholesale sales vs expected,positive
When can we safely ignore news events,neutral
What is moving Technicals in play for the major currency pairs to start the new day,neutral
ForexLive European FX news wrap Mixed markets in final stretch of the week,negative
ECBs Centeno The rate cut decision yesterday was fortunately absolutely consensual,positive
BOJ reportedly considers skipping rate hike at next weeks policy meeting,neutral
China November M money supply vs yy expected,neutral
ECBs Makhlouf The direction of travel on interest rates is clear,neutral
Best time to take swing trade entries,neutral
Dollar keeps more mixed on the session so far,negative
ECBs Vasle Declining services inflation strengthened the confidence in return to target,positive
Bundesbank sees German economy shrinking by this year,negative
Eurozone October industrial production vs mm expected,negative
Russell Technical Analysis Inflation data doesnt cooperate,neutral
ECBs Holzmann Yesterdays decision was good,positive
Just another day in paradise for risk assests,neutral
ECBs Escriv It is logical to have further rate cuts in upcoming meetings,neutral
PBOC says will keep the yuan basically stable,positive
Goldman Sachs cuts UK GDP growth forecast to from previously,negative
Gold Technical Analysis The focus has switched to the FOMC decision,neutral
European indices mostly little changed at the open today,neutral
ECBs Kazaks A significant reduction in rates is still necessary,negative
How to setup a crossasset volatility chart,neutral
Spain November final CPI vs yy prelim,negative
France November final CPI vs yy prelim,negative
Best stop loss placement for day trades,neutral
ECBs Villeroy More rate cuts are to come,neutral
ECBs Muller Temporary ups and downs on inflation are inevitable,negative
Eurostoxx futures in early European trading,negative
Germany October trade balance billion vs billion expected,negative
Germany November wholesale price index vs mm prior,negative
UK October monthly GDP vs mm expected,negative
What is moving currencies as we start todays session,neutral
The aussie cant catch a break in trading this week,negative
FX option expiries for December am New York cut,neutral
Tokyo government to implement day work week in a bid to combat demographic trend,neutral
Japan October Industrial Output mm preliminary yy prelim,neutral
ForexLive AsiaPacific FX news wrap Chinese equities slammed lower,negative
BOJ to raise interest rate to at least by endMarch of economists say,positive
Does the USDCNY midpoint matter,neutral
More talk of the Reserve Bank of India intervention to support the rupee,neutral
BNP Paribas says market analysts are misguided say take Trump tariff policies seriously,negative
French president Macron is planning to visit China in the new year,neutral
USDJPY back above,positive
RBAs Hunter does not comment on current state of outlook for economy or policy,neutral
Chinas retaliation against Trump trade sanctions has begun already,negative
When should we enter at market or rather wait for pullbacks,neutral
Cryptofriendly French Hill is new chair of the US House Financial Services Committee,neutral
Friday the th European Central Bank speaker Centeno,neutral
PBOC sets USD CNY reference rate for today at vs estimate at,neutral
SimpleFX celebrates Bitcoin Pizza Day with spread cashbacks,positive
Trump looking to dramatically shrink consolidate or even eliminate top bank regulators,negative
BNP Paribas are forecasting EURUSD to parity in,positive
PBOC is expected to set the USDCNY reference rate at Reuters estimate,neutral
UK consumer confidence touches month high not a great result though at minus,positive
BoJ Q Tankan reports that firms expect Japan inflation to remain above,positive
UBS forecast gold US Cite growing US debt central bank demand falling rates,negative
How to know when news is priced in,neutral
Trump trade adviser Navarro warns on FX manipulation,negative
Bank of America forecasts Brent crude oil to average per barrel through,positive
China to send highlevel delegation to Trumps inauguration in Xis place,neutral
Jeremy Siegel says gains on SP in will be around zero to ten percent,positive
Trump says costs of automation way above the benefits offered especially for port work,positive
EURUSD there are extremely large option expiries at on Friday,negative
AUDNZD Upside Bias After Todays RBNZ Policy Meeting,negative
Forexlive Americas FX news wrap ECB cuts rates by basis points,negative
New Zealand manufacturing PMI plunges deeper into contraction November prior,negative
US data the definition of sticky inflation above Analysts trim easing forecasts,negative
Restoration Hardware emphasizes that its the worst housing market in years,negative
US stocks close near the lows for the day,negative
Economic calendar in Asia December Bank of Japan Tankan report,neutral
How to analyse a currencys bias,neutral
USDJPY trades above last weeks high,positive
GBPUSD stretches toward retracement,positive
John Paulson drops out of the running for Treasury Secretary,negative
Why the UK economy turned around in,neutral
New York Fed year inflation expectations versus last month,negative
EURUSD pushes against the low at,negative
AUDUSD falls to swing area low target ahead of the extreme low from last week What next,negative
Feds Barkin Fed in position to respond appropriately regardless of how economy evolves,neutral
Feds Waller Makes no comments on economy or monetary policy outlook,neutral
Black Decker thinking about getting ahead of the tariffs,neutral
Rage against the regulators,neutral
Tech giants and industrials lead as Tesla takes a dip,neutral
Natural gas Eyeing extreme dip buying levels for generational gains,positive
And they are off US stocks are marginally higher in the early trading,positive
USDCAD moved higher in the Asian session but after taking out recent highs rotated lower,positive
Kickstart the FX day A look at the EURUSD USDJPY and GBPUSD from a technical perspective,neutral
Canada Sept building permits vs expected,neutral
lessons in the UK budget statement that tell us everything about how will play out,neutral
What technical levels are in play to start the NA trading day for November,neutral
Forexlive European FX news wrap Not much action as we await the US CPI release tomorrow,neutral
Is Google Stock a Buy or Sell,neutral
OPEC cuts global oil demand growth forecasts for a fourth month,negative
The importance of market timing MSTR stock case study,neutral
GBPUSD Technical Analysis The US Dollar restarted its run,positive
Unity and disunity Camerons cheapshot is classic populism,neutral
US October NFIB small business optimism index vs prior,negative
Germany November ZEW survey current conditions vs expected,neutral
TSLA Stock Technical Analysis Road to a new alltime high,positive
Why Larry Summers is wrong about growth,neutral
BOEs Pill Further rate cuts likely to be a gradual process,positive
ECBs Rehn Rate cuts will depend on our overall assessment at each meeting,neutral
German lawmakers reportedly near agreement for early election in February,positive
Bitcoin Technical Analysis One of the top Trump trades explodes,neutral
ECBs Rehn The direction of our policy moves is clear,neutral
USDJPY Technical Analysis The US Dollar is back in the driving seat,positive
Is there a place for comedy in economics,neutral
European indices surrender yesterdays gains at the open today,positive
Gold retreat continues in drop below,negative
What are the main events for today,neutral
Eurostoxx futures in early European trading,positive
Germany October final CPI vs yy prelim,negative
UK September ILO unemployment rate vs expected,negative
The ECB conspiracy theory rings true,neutral
Bitcoin closes in on as the postelection surge continues to play out,positive
Cable eyes key support level as dollar momentum continues to run,positive
Chinese yuan falls further to lowest in over three months,negative
FX option expiries for November am New York cut,neutral
UK labour market data on the agenda today,neutral
ForexLive AsiaPacific FX news wrap USDJPY pops above drops back,negative
Modern portfolio theory has it wrong,neutral
Prepare for a Wave of Fed Speakers on November,neutral
Bullish Forecast SP to Hit by,positive
ICYMIRussia considering merging its oil companies into worlds ndbiggest crude producer,neutral
Why its time to bet big on Japan,neutral
Bank of England Bank of Finland speakers combine for a panel discussion Tuesday,neutral
Fears for China on US tariffs are overblown,negative
China plans further cuts to house buying taxes to boost property sector,positive
USDJPY testing towards,positive
PBOC sets USD CNY central rate at vs estimate at,neutral
Buffetts Berkshire Hathaway hoarding cash in a pattern seen before the financial crisis,negative
Washington is a wound for markets that wont heal,negative
Australian October business confidence vs prior,negative
PBOC is expected to set the USDCNY reference rate at Reuters estimate,neutral
JP Morgan on surging stocks crypto the signs of rally fatigue to watch for,neutral
ICYMI PBOC Governor warned on yuan slide will guard against risk of overshoot,neutral
Rising Household Spending Trends in Australia October Insights,negative
Australian monthly consumer confidence index for November mm prior,neutral
A debt ceiling solution is coming heres when,neutral
US inflation data this week expected to show core CPI moving sideways risk ahead higher,negative
ICYMI Japanese PM discussed wage negotiations with business and labour unions,positive
ICYMI Japan Unveils Billion Plan to Boost Chip and AI Industries,positive
Australian Consumer Confidence continues to trend up but still deeply pessimistic at,positive
New Zealand data October retail sales indicator lower again yy,negative
Bitcoin up gold down why is gold plummeting,negative
You can never find a bond vigilante when you need one,neutral
Forexlive Americas FX news wrap Bitcoin soars to euro hits lowest since April,negative
SP Nasdaq and Dow close at new records Russell closes just short of a new record,neutral
Economic calendar in Asia Tuesday November,neutral
The folly of ignoring every economic indicator except one,neutral
Trade ideas thread Tuesday November insightful charts technical analysis ideas,neutral
Goldman Sachs reasons why GBP set to continue outperforming on crosses,positive
Tuesday features a full slate of FOMC speakers,neutral
Crude oil settles at,positive
Gold sellers keep selling but approaching a key target,neutral
Bitcoing breaks to hit another record high,positive
German election a speedbump but growth path like an autobahn,neutral
Joe Biden was the mostbullish President for oil in history,neutral
SP slips into negative territory,negative
USDCAD moves lower after testing ceiling area between and,negative
European traders head for the exits with solid gains in their pockets,positive
Gold futures is playing with fire with this key support,neutral
USDCHF trades above and below the midpoint of the move down from the May high,negative
Top ten lessons from the Lehman collapse,neutral
Crude oil is down or at Lowest level since October,negative
Bitcoin reaches a fresh session high and another one and another one,positive
A kickstart look at the EURUSD USDJPY and GBPUSD from a technical perspective,neutral
Nasdaq touches a record at the open then gives it back as Nvidia slides,neutral
